,jumlah_peserta_skb,jumlah_formasi,jumlah_metode_skb,peserta_total,peserta_hadir,peserta_th,hasil_tl,hasil_tms,hasil_tms-1,hasil_aps,lulus_akhir,sisa_formasi,tms1_terbaik,kode_jabatan,jabatan,kode_lokasi,lokasi_formasi,jenis_formasi,pendidikan
193,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO50002,ASISTEN AHLI,30105131,"5131. UNIVERSITAS PEMBANGUNAN NASIONAL ""VETERAN"" YOGYAKARTA FAKULTAS TEKNOLOGI MINERAL ",U - UMUM 1,(7104700) S-2 TEKNIK GEOLOGI / (9501194) S-2 SEISMOTEKTONIK
194,6,2,0,6,6,0,0,0,5,0,1,1,1,JFDO50002,ASISTEN AHLI,30104732,4732. UNIVERSITAS NUSA CENDANA FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,U - UMUM 2,"(7101745) S-2 BAHASA INDONESIA / (7110082) S-2 PENDIDIKAN BAHASA
INDONESIA / (7199457) S-2 BAHASA DAN SASTRA INDONESIA"
195,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO50002,ASISTEN AHLI,30104578,"4578. UNIVERSITAS NEGERI SEMARANG FAKULTAS HUKUM 1
",U - UMUM 1,(7290222) S-2 HUKUM PIDANA
196,7,4,0,7,6,1,0,0,3,0,3,1,1,JFDO50002,ASISTEN AHLI,30103464,"3464. UNIVERSITAS KHAIRUN FAKULTAS PERTANIAN 4
",U - UMUM 4,"(7106025) S-2 PEMULIAAN TANAMAN / (7106050) S-2 AGRONOMI / (7106111)
S-2 ILMU TANAMAN / (7199356) S-2 AGROTEKNOLOGI / (7199441) S-2
BIOTEKNOLOGI PERTANIAN / (9501117) S-2 PENGENDALIAN HAMA DAN
PENYAKIT TANAMAN / (9501154) S-2 PROTEKSI TANAMAN"
197,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO50002,ASISTEN AHLI,30104036,4036. UNIVERSITAS NEGERI GORONTALO FAKULTAS EKONOMI ,U - UMUM 1,(9501422) S-2 TEKNIK SIPIL MINAT KONSENTRASI WILAYAH DAN KOTA
198,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO50002,ASISTEN AHLI,30104224,4224. UNIVERSITAS NEGERI MAKASSAR FAKULTAS BAHASA DAN SASTRA ,U - UMUM 1,"(9500478) S-2 BUSINESS COMMUNICATION / (9500798) S-2 KOMUNIKASI
BISNIS"
199,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO50002,ASISTEN AHLI,30102715,2715. POLITEKNIK PERKAPALAN NEGERI SURABAYA JURUSAN TEKNIK BANGUNAN KAPAL ,U - UMUM 1,(7199355) S-2 SISTEM INFORMASI
200,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO50002,ASISTEN AHLI,30105164,5164. UNIVERSITAS PENDIDIKAN GANESHA FAKULTAS BAHASA DAN SENI ,U - UMUM 1,"(7199497) S-2 SENI RUPA / (9501222) S-2 SENI RUPA KONSENTRASI KRIYA
LOGAM"
201,6,2,0,6,6,0,0,0,5,0,1,1,1,JFDO50002,ASISTEN AHLI,30105638,"5638. UNIVERSITAS SULAWESI BARAT FAKULTAS TEKNIK 2
",U - UMUM 2,"(7100398) S-2 TEKNIK INFORMATIKA / (7100756) S-2 SISTEM KOMPUTER /
(7102172) S-2 TEKNIK ELEKTRO / (7160010) S-2 ILMU KOMPUTER /
(7199500) S-2 TEKNIK KOMPUTER / (7199534) S-2 PENDIDIKAN TEKNIK
INFORMATIKA / (7199666) S-2 COMPUTER SCIENCE / (7199692) S-2 SAINS
KOMPUTASI / (9500069) S-2 INFORMATICS"
202,3,5,0,3,3,0,0,0,1,0,2,3,1,JFDO50002,ASISTEN AHLI,30103708,"3708. UNIVERSITAS MALIKUSSALEH FAKULTAS TEKNIK 6
",U - UMUM 5,(7199369) S-2 TEKNIK MESIN
203,3,1,0,3,3,0,0,0,3,0,0,1,1,JFDO50002,ASISTEN AHLI,30103890,"3890. UNIVERSITAS MULAWARMAN FAKULTAS FARMASI 1
",U - UMUM 1,(9500790) S-2 KIMIA KONSENTRASI KIMIA ANALISIS
204,2,2,0,2,2,0,0,0,1,0,1,1,1,JFDO50002,ASISTEN AHLI,30103645,3645. UNIVERSITAS MALIKUSSALEH FAKULTAS EKONOMI DAN BISNIS ,U - UMUM 2,(7100796) S-2 PERBANKAN SYARIAH
205,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO50002,ASISTEN AHLI,30105127,"5127. UNIVERSITAS PEMBANGUNAN NASIONAL ""VETERAN"" YOGYAKARTA FAKULTAS TEKNOLOGI MINERAL ",U - UMUM 1,"(9501395) S-2 TEKNIK PERTAMBANGAN KONSENTRASI PENGELOLAAN
SUMBER DAYA BUMI"
206,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO50002,ASISTEN AHLI,30103725,"3725. UNIVERSITAS MALIKUSSALEH FAKULTAS TEKNIK 1
",U - UMUM 1,(9500805) S-2 LANSEKAP
207,3,2,0,3,2,1,0,0,1,0,1,1,1,JFDO50002,ASISTEN AHLI,30101525,1525. AKADEMI KOMUNITAS NEGERI ACEH BARAT PENGASPALAN JALAN ,U - UMUM 2,"(9500885) S-2 MAGISTER TEKNIK SIPIL KONSENTRASI REKAYASA STRUKTUR
DAN KONSTRUKSI / (9500886) S-2 MAGISTER TEKNIK SIPIL MANAJEMEN
DAN REKAYASA TRANSPORTASI"
208,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO50002,ASISTEN AHLI,30104916,"4916. UNIVERSITAS PAPUA FAKULTAS TEKNIK 2
",U - UMUM 1,(7199508) S-2 TEKNIK SIPIL TRANSPORTASI
209,1,2,0,1,1,0,0,0,1,0,0,2,1,JFDO50002,ASISTEN AHLI,30102441,2441. POLITEKNIK NEGERI PADANG JURUSAN ADMINISTRASI NIAGA ,U - UMUM 2,(7199355) S-2 SISTEM INFORMASI
210,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO50002,ASISTEN AHLI,30101818,1818. INSTITUT TEKNOLOGI SUMATERA JURUSAN TEKNOLOGI PRODUKSI DAN INDUSTRI ,U - UMUM 1,(9500887) S-2 MAGISTER TEKNIK SISTEM KONSENTRASI INDUSTRI
211,6,5,0,6,6,0,0,0,2,0,4,1,1,JFDO50002,ASISTEN AHLI,30102092,2092. POLITEKNIK NEGERI INDRAMAYU JURUSAN TEKNIK INFORMATIKA ,U - UMUM 5,(7100398) S-2 TEKNIK INFORMATIKA
212,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO50002,ASISTEN AHLI,30104956,4956. UNIVERSITAS PATTIMURA FAKULTAS EKONOMI DAN BISNIS ,U - UMUM 1,(9500913) S-2 MANAJEMEN KONSENTRASI MANAJEMEN KEUANGAN
213,2,2,0,2,2,0,0,0,1,0,1,1,1,JFDO50002,ASISTEN AHLI,30105789,5789. UNIVERSITAS SYIAH KUALA FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM ,U - UMUM 2,(7102163) S-2 STATISTIKA
214,3,1,0,3,3,0,0,0,3,0,0,1,1,JFDO50002,ASISTEN AHLI,30104467,4467. UNIVERSITAS NEGERI PADANG FAKULTAS BAHASA DAN SENI ,U - UMUM 1,(7199355) S-2 SISTEM INFORMASI
215,2,2,0,2,2,0,0,0,1,0,1,1,1,JFDO50002,ASISTEN AHLI,30104226,4226. UNIVERSITAS NEGERI MAKASSAR FAKULTAS BAHASA DAN SASTRA ,U - UMUM 2,"(9500725) S-2 ILMU SUSASTRA BAHASA JERMAN / (9500807) S-2
LINGUISTIK BAHASA JERMAN"
216,1,3,0,1,1,0,0,0,1,0,0,3,1,JFDO50002,ASISTEN AHLI,30102436,2436. POLITEKNIK NEGERI NUSA UTARA JURUSAN TEKNIK KOMPUTER DAN KOMUNIKASI ,U - UMUM 3,(7199355) S-2 SISTEM INFORMASI
217,1,2,0,1,1,0,0,0,1,0,0,2,1,JFDO50002,ASISTEN AHLI,30102018,2018. POLITEKNIK NEGERI BANYUWANGI JURUSAN TEKNIK MESIN ,U - UMUM 2,"(7100458) S-2 TEKNIK SISTEM PERKAPALAN / (7199410) S-2 TEKNIK
PERKAPALAN"
218,5,5,0,5,5,0,0,0,3,0,2,3,3,JFDO50002,ASISTEN AHLI,30101754,1754. INSTITUT TEKNOLOGI KALIMANTAN JURUSAN TEKNIK SIPIL DAN PERENCANAAN ,U - UMUM 5,"(7100203) S-2 MANAJEMEN KONSTRUKSI / (7100365) S-2 REKAYASA
STRUKTUR / (7100366) S-2 REKAYASA TRANSPORTASI / (7101045) S-2
STRUKTUR / (7101105) S-2 MANAJEMEN PROYEK / (7113077) S-2
MANAJEMEN DAN REKAYASA TRANSPORTASI / (7199301) S-2 GEOTEKNIK /
(9500899) S-2 MANAJEMEN ASET / (9500936) S-2 MANAJEMEN PROYEK
KONSTRUKSI / (9501528) S-2 MANAJEMEN INFRASTRUKTUR"
219,3,2,0,3,3,0,0,0,2,0,1,1,1,JFDO50002,ASISTEN AHLI,30104700,4700. UNIVERSITAS NEGERI YOGYAKARTA FAKULTAS TEKNIK ,U - UMUM 2,(7100566) S-2 TEKNIK OTOMOTIF
220,2,1,0,2,2,0,0,0,2,0,0,1,1,JFDO50002,ASISTEN AHLI,30104469,4469. UNIVERSITAS NEGERI PADANG FAKULTAS BAHASA DAN SENI ,U - UMUM 1,"(9501015) S-2 PENCIPTAAN DAN PENGKAJIAN SENI KONSENTRASI
PENCIPTAAN DESAIN KOMUNIKASI VISUAL"
221,3,3,0,3,3,0,0,0,1,0,2,1,1,JFDO50002,ASISTEN AHLI,30102050,2050. POLITEKNIK NEGERI BENGKALIS JURUSAN ADMINISTRASI NIAGA ,U - UMUM 3,"(7100384) S-2 SISTEM INFORMASI AKUNTANSI / (9500392) S-2 AKUNTANSI
KONSENTRASI PERPAJAKAN"
222,3,1,0,3,3,0,0,0,3,0,0,1,1,JFDO50002,ASISTEN AHLI,30104723,4723. UNIVERSITAS NUSA CENDANA FAKULTAS ILMU SOSIAL DAN ILMU POLITIK ,U - UMUM 1,"(7101002) S-2 MANAJEMEN KONSENTRASI MANAJEMEN SUMBERDAYA MAN
/ (7101310) S-2 ILMU MANAJEMEN / (7199012) S-2 MANAJEMEN / (9500001)
S-2 ADMINISTRASI KEUANGAN / (9500913) S-2 MANAJEMEN KONSENTRASI
MANAJEMEN KEUANGAN / (9500919) S-2 MANAJEMEN KONSENTRASI
MANAJEMEN PEMASARAN"
223,1,4,0,1,1,0,0,0,1,0,0,4,1,JFDO50002,ASISTEN AHLI,30102399,"2399. POLITEKNIK NEGERI NUNUKAN 4
",U - UMUM 4,(9500134) S-2 PENGOLAHAN HASIL PERIKANAN
224,3,3,0,3,3,0,0,0,2,0,1,2,2,JFDO50002,ASISTEN AHLI,30101588,1588. INSTITUT SENI BUDAYA INDONESIA BANDUNG FAKULTAS BUDAYA DAN MEDIA ,U - UMUM 3,"(7199674) S-2 PENCIPTAAN DAN PENGKAJIAN SENI / (9501003) S-2
PENCIPTAAN DAN PENGKAJIAN SENI KONSENTRASI FILM"
225,2,1,0,2,1,1,0,0,1,0,0,1,1,JFDO50002,ASISTEN AHLI,30106082,"6082. UNIVERSITAS TIMOR FAKULTAS PERTANIAN 1
",U - UMUM 1,(7104100) S-2 ANTROPOLOGI / (9500010) S-2 ANTROPOLOGI KESEHATAN
226,2,2,0,2,2,0,0,0,1,0,1,1,1,JFDO50002,ASISTEN AHLI,30104240,4240. UNIVERSITAS NEGERI MAKASSAR FAKULTAS EKONOMI ,U - UMUM 2,(9500386) S-2 AKUNTANSI KONSENTRASI AKUNTANSI PERPAJAKAN
227,5,5,0,5,5,0,0,0,2,0,3,2,2,JFDO50002,ASISTEN AHLI,30101827,1827. INSTITUT TEKNOLOGI SUMATERA JURUSAN TEKNOLOGI PRODUKSI DAN INDUSTRI ,U - UMUM 5,(7199369) S-2 TEKNIK MESIN
228,2,1,0,2,1,1,0,0,1,0,0,1,1,JFDO50002,ASISTEN AHLI,30101827,1827. INSTITUT TEKNOLOGI SUMATERA JURUSAN TEKNOLOGI PRODUKSI DAN INDUSTRI ,9 - LULUSAN TERBAIK 1,(7199369) S-2 TEKNIK MESIN
229,10,5,0,10,9,1,0,0,5,0,4,1,1,JFDO50002,ASISTEN AHLI,30104772,4772. UNIVERSITAS PALANGKARAYA FAKULTAS ILMU SOSIAL DAN ILMU POLITIK ,U - UMUM 5,(7101601) S-2 ILMU PEMERINTAHAN / (7192000) S-2 ILMU POLITIK
230,2,1,0,2,2,0,0,0,2,0,0,1,1,JFDO50002,ASISTEN AHLI,30101576,1576. INSTITUT SENI BUDAYA INDONESIA ACEH JURUSAN SENI PERTUNJUKAN ,U - UMUM 1,"(7100509) S-2 PENGKAJIAN SENI PERTUNJUKAN DAN SENI RUPA /
(9501577) S-2 PENCIPTAAN DAN PENGKAJIAN SENI (SENI MUSIK)"
231,12,4,0,12,11,1,0,0,9,0,2,2,2,JFDO50002,ASISTEN AHLI,30105317,5317. UNIVERSITAS SAM RATULANGI FAKULTAS ILMU BUDAYA JURUSAN SASTRA INGGRIS ,U - UMUM 4,(7190000) S-2 BAHASA INGGRIS
232,1,3,0,1,1,0,0,0,1,0,0,3,1,JFDO50002,ASISTEN AHLI,30102561,2561. POLITEKNIK NEGERI SRIWIJAYA JURUSAN ADMINISTRASI BISNIS ,U - UMUM 3,"(7100735) S-2 PERENCANAAN KEPARIWISATAAN / (7199260) S-2
PARIWISATA"
233,3,1,0,3,3,0,0,0,3,0,0,1,1,JFDO50002,ASISTEN AHLI,30106070,6070. UNIVERSITAS TIMOR FAKULTAS ILMU SOSIAL DAN ILMU POLITIK ,U - UMUM 1,(7192001) S-2 ILMU SOSIAL
234,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO50002,ASISTEN AHLI,30105077,"5077. UNIVERSITAS PEMBANGUNAN NASIONAL ""VETERAN"" JAWA TIMUR FAKULTAS ARSITEKTUR DAN DESAIN ",9 - LULUSAN TERBAIK 1,(7199403) S-2 DESAIN INTERIOR
235,8,5,0,8,8,0,0,0,4,0,4,1,1,JFDO50002,ASISTEN AHLI,30103129,3129. UNIVERSITAS CENDERAWASIH FAKULTAS ILMU KEGURUAN DAN PENDIDIKAN ,U - UMUM 5,(7199351) S-2 PENDIDIKAN GURU SEKOLAH DASAR
236,3,1,0,3,2,1,0,0,2,0,0,1,1,JFDO50002,ASISTEN AHLI,30102364,"2364. POLITEKNIK NEGERI MANADO JURUSAN PARIWISATA 1
",U - UMUM 1,(7199713) S-2 ILMU PERAIRAN
237,5,3,0,5,4,1,0,0,2,0,2,1,1,JFDO50002,ASISTEN AHLI,30104353,4353. UNIVERSITAS NEGERI MALANG FAKULTAS SASTRA JURUSAN SASTRA JERMAN ,U - UMUM 3,(7100265) S-2 PENDIDIKAN BAHASA MANDARIN
238,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO50002,ASISTEN AHLI,30104414,4414. UNIVERSITAS NEGERI MEDAN FAKULTAS BAHASA DAN SENI ,U - UMUM 1,"(9501004) S-2 PENCIPTAAN DAN PENGKAJIAN SENI KONSENTRASI FILM DAN
PERTELEVISIAN"
239,3,1,0,3,3,0,0,0,3,0,0,1,1,JFDO50002,ASISTEN AHLI,30105438,"5438. UNIVERSITAS SILIWANGI FAKULTAS PERTANIAN 2
",U - UMUM 1,(7199365) S-2 ILMU DAN TEKNOLOGI PANGAN
240,10,4,0,10,9,1,0,0,6,0,3,1,1,JFDO50002,ASISTEN AHLI,30104248,4248. UNIVERSITAS NEGERI MAKASSAR FAKULTAS ILMU KEOLAHRAGAAN ,U - UMUM 4,(7101793) S-2 ILMU KEOLAHRAGAAN
241,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO50002,ASISTEN AHLI,30104248,4248. UNIVERSITAS NEGERI MAKASSAR FAKULTAS ILMU KEOLAHRAGAAN ,9 - LULUSAN TERBAIK 1,(7101793) S-2 ILMU KEOLAHRAGAAN
242,3,2,0,3,3,0,0,0,2,0,1,1,1,JFDO50002,ASISTEN AHLI,30104236,4236. UNIVERSITAS NEGERI MAKASSAR FAKULTAS EKONOMI ,U - UMUM 2,"(7100008) S-2 ADMINISTRASI BISNIS / (7102440) S-2 BUSINESS
ADMINISTRATION"
243,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO50002,ASISTEN AHLI,30105881,"5881. UNIVERSITAS TANJUNGPURA FAKULTAS PERTANIAN 1
",U - UMUM 1,(7199356) S-2 AGROTEKNOLOGI
244,2,2,0,2,2,0,0,0,1,0,1,1,1,JFDO50002,ASISTEN AHLI,30104946,4946. UNIVERSITAS PATTIMURA FAKULTAS EKONOMI DAN BISNIS ,U - UMUM 2,(9500919) S-2 MANAJEMEN KONSENTRASI MANAJEMEN PEMASARAN
245,1,5,0,1,1,0,0,0,1,0,0,5,1,JFDO50002,ASISTEN AHLI,30102249,2249. POLITEKNIK NEGERI KUPANG JURUSAN TEKNIK ELEKTRO ,U - UMUM 5,(7100435) S-2 TEKNIK LISTRIK
246,3,1,0,3,3,0,0,0,3,0,0,1,1,JFDO50002,ASISTEN AHLI,30105285,5285. UNIVERSITAS RIAU FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM ,U - UMUM 1,(7199406) S-2 KIMIA ANALITIK
247,5,5,0,5,5,0,0,0,2,0,3,2,2,JFDO50002,ASISTEN AHLI,30104006,4006. UNIVERSITAS MUSAMUS FAKULTAS EKONOMI DAN BISNIS ,U - UMUM 5,"(7100074) S-2 EKONOMI SYARIAH / (7101270) S-2 ILMU EKONOMI /
(7199134) S-2 EKONOMI SUMBERDAYA / (7199234) S-2 EKONOMI
PEMBANGUNAN DAN PERENCANAAN / (7199893) S-2 EKONOMI
PEMBANGUNAN / (9500509) S-2 EKONOMI TERAPAN"
248,2,3,0,2,2,0,0,0,1,0,1,2,1,JFDO50002,ASISTEN AHLI,30103544,3544. UNIVERSITAS LAMBUNG MANGKURAT FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM ,U - UMUM 3,"(7100398) S-2 TEKNIK INFORMATIKA / (9500905) S-2 MANAJEMEN
INFORMASI SPASIAL"
249,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO50002,ASISTEN AHLI,30105016,"5016. UNIVERSITAS PATTIMURA FAKULTAS PERTANIAN 1
",U - UMUM 1,(7106060) S-2 ILMU TANAH
250,4,3,0,4,4,0,0,0,2,0,2,1,1,JFDO50002,ASISTEN AHLI,30103969,"3969. UNIVERSITAS MULAWARMAN FAKULTAS PERTANIAN 3
",U - UMUM 3,"(7100349) S-2 PERTANIAN TROPIKA BASAH / (7113207) S-2 PENGENDALIAN
HAMA TERPADU / (7199409) S-2 ILMU PERTANIAN / (9500037) S-2
ENTOMOLOGI PERTANIAN"
251,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO50002,ASISTEN AHLI,30104151,4151. UNIVERSITAS NEGERI GORONTALO FAKULTAS TEKNIK ,U - UMUM 1,(7100307) S-2 PENDIDIKAN SENI RUPA
252,6,5,0,6,6,0,0,0,2,0,4,1,1,JFDO50002,ASISTEN AHLI,30104156,4156. UNIVERSITAS NEGERI GORONTALO FAKULTAS TEKNIK ,U - UMUM 5,(7113195) S-2 PENDIDIKAN TEKNIK ELEKTRONIKA DAN INFORMATIKA
253,2,2,0,2,2,0,0,0,1,0,1,1,1,JFDO50002,ASISTEN AHLI,30102000,2000. POLITEKNIK NEGERI BANJARMASIN JURUSAN AKUNTANSI ,U - UMUM 2,(7100398) S-2 TEKNIK INFORMATIKA
254,2,2,0,2,2,0,0,0,1,0,1,1,1,JFDO50002,ASISTEN AHLI,30105850,"5850. UNIVERSITAS TADULAKO FAKULTAS TEKNIK 2
",U - UMUM 2,(7199369) S-2 TEKNIK MESIN
255,4,5,0,4,4,0,0,0,1,0,3,2,1,JFDO50002,ASISTEN AHLI,30104857,"4857. UNIVERSITAS PALANGKARAYA FAKULTAS PERTANIAN 6
",U - UMUM 5,(7108211) S-2 TEKNOLOGI INDUSTRI PERTANIAN
256,2,2,0,2,2,0,0,0,2,0,0,2,2,JFDO50002,ASISTEN AHLI,30101559,1559. AKADEMI KOMUNITAS NEGERI SENI DAN BUDAYA YOGYAKARTA JURUSAN KARAWITAN ,U - UMUM 2,(9500865) S-2 MAGISTER PENGKAJIAN SENI PERTUNJUKAN DAN SENI RUPA
257,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO50002,ASISTEN AHLI,30106156,6156. UNIVERSITAS TRUNOJOYO MADURA FAKULTAS TEKNIK ,9 - LULUSAN TERBAIK 1,(7100398) S-2 TEKNIK INFORMATIKA
258,3,1,0,3,3,0,0,0,3,0,0,1,1,JFDO50002,ASISTEN AHLI,30103569,3569. UNIVERSITAS LAMBUNG MANGKURAT FAKULTAS TEKNIK ,U - UMUM 1,"(7100398) S-2 TEKNIK INFORMATIKA / (7109106) S-2 TEKNOLOGI
INFORMASI / (7160010) S-2 ILMU KOMPUTER"
259,1,2,0,1,1,0,0,0,1,0,0,2,1,JFDO50002,ASISTEN AHLI,30101562,1562. AKADEMI KOMUNITAS NEGERI SENI DAN BUDAYA YOGYAKARTA JURUSAN TARI ,U - UMUM 2,(9501576) S-2 PENCIPTAAN DAN PENGKAJIAN SENI (SENI TARI)
260,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO50002,ASISTEN AHLI,30106120,6120. UNIVERSITAS TRUNOJOYO MADURA FAKULTAS ILMU PENDIDIKAN ,U - UMUM 1,"(9501033) S-2 PENDIDIKAN BAHASA INDONESIA KONSENTRASI BAHASA
INDONESIA BAGI PENUTUR ASING (BIPA)"
261,2,5,0,2,1,1,0,0,1,0,0,5,1,JFDO50002,ASISTEN AHLI,30103317,"3317. UNIVERSITAS JEMBER FAKULTAS KEDOKTERAN GIGI 5
",U - UMUM 5,(6104145) SPESIALIS I PERIODONSIA
262,7,7,0,7,6,1,0,0,3,0,3,4,3,JFDO50002,ASISTEN AHLI,30105339,5339. UNIVERSITAS SAM RATULANGI FAKULTAS TEKNIK JURUSAN TEKNIK SIPIL PROGRAM STUDI TEKNIK SIPIL ,U - UMUM 7,(7109103) S-2 TEKNIK SIPIL
263,3,1,0,3,2,1,0,0,2,0,0,1,1,JFDO50002,ASISTEN AHLI,30103539,3539. UNIVERSITAS LAMBUNG MANGKURAT FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,U - UMUM 1,(7199331) S-2 PENDIDIKAN FISIKA
264,2,1,0,2,2,0,0,0,2,0,0,1,1,JFDO50002,ASISTEN AHLI,30104600,4600. UNIVERSITAS NEGERI SEMARANG FAKULTAS ILMU SOSIAL ,U - UMUM 1,"(7146010) S-2 ILMU KOMUNIKASI / (9500733) S-2 INTERCULTURAL
COMMUNICATION"
265,3,1,0,3,3,0,0,0,3,0,0,1,1,JFDO50002,ASISTEN AHLI,30101835,1835. INSTITUT TEKNOLOGI SUMATERA JURUSAN TEKNOLOGI PRODUKSI DAN INDUSTRI ,U - UMUM 1,(7199232) S-2 TEKNIK FISIKA
266,2,2,0,2,2,0,0,0,1,0,1,1,1,JFDO50002,ASISTEN AHLI,30102982,"2982. UNIVERSITAS BENGKULU FAKULTAS PERTANIAN 2
",U - UMUM 2,"(7100814) S-2 HORTIKULTURA / (7106111) S-2 ILMU TANAMAN / (9500475)
S-2 BUDIDAYA PERTANIAN DAN PERKEBUNAN"
267,2,2,0,2,2,0,0,0,1,0,1,1,1,JFDO50002,ASISTEN AHLI,30102683,2683. POLITEKNIK NEGERI UJUNG PANDANG JURUSAN TEKNIK MESIN ,U - UMUM 2,(9501307) S-2 TEKNIK ELEKTRO KONSENTRASI TENAGA LISTRIK
268,2,5,0,2,2,0,0,0,1,0,1,4,1,JFDO50002,ASISTEN AHLI,30102028,2028. POLITEKNIK NEGERI BATAM JURUSAN TEKNIK ELEKTRO ,U - UMUM 5,"(7100718) S-2 ROBOTIKA / (7103731) S-2 TEKNIK ELEKTRONIKA
INSTRUMENTASI / (7199486) S-2 MEKATRONIKA / (7199538) S-2 TEKNIK
ELEKTRONIKA / (9500116) S-2 OTOMASI INDUSTRI / (9500186) S-2 TEKNIK
INSTRUMENTASI DAN KONTROL / (9500968) S-2 MECHANICAL AND
AUTOMATION ENGINEERING / (9501169) S-2 ROBOTICS ENGINEERING /
(9501272) S-2 TEKNIK ELEKTRO KONSENTRASI INSTRUMENTASI / (9501284)
S-2 TEKNIK ELEKTRO KONSENTRASI OTOMASI / (9501288) S-2 TEKNIK
ELEKTRO KONSENTRASI ROBOTIK / (9501368) S-2 TEKNIK MESIN
KONSENTRASI OTOMASI / (9501375) S-2 TEKNIK MESIN KONSENTRASI
ROBOTIKA"
269,3,3,0,3,3,0,0,0,1,0,2,1,1,JFDO50002,ASISTEN AHLI,30103788,"3788. UNIVERSITAS MATARAM FAKULTAS HUKUM 4
",U - UMUM 3,(7199671) S-2 HUKUM INTERNASIONAL
270,6,3,0,6,5,1,0,0,4,0,1,2,2,JFDO50002,ASISTEN AHLI,30103435,"3435. UNIVERSITAS KHAIRUN FAKULTAS HUKUM 3
",U - UMUM 3,(7123010) S-2 ILMU HUKUM / (7290222) S-2 HUKUM PIDANA
271,2,2,0,2,2,0,0,0,2,0,0,2,2,JFDO50002,ASISTEN AHLI,30104138,4138. UNIVERSITAS NEGERI GORONTALO FAKULTAS TEKNIK ,U - UMUM 2,"(9501100) S-2 PENDIDIKAN TEKNOLOGI KEJURUAN KONSENTRASI
PENDIDIKAN TEKNIK SIPIL"
272,5,5,0,5,5,0,0,0,2,0,3,2,2,JFDO50002,ASISTEN AHLI,30106003,"6003. UNIVERSITAS TEUKU UMAR FAKULTAS TEKNIK 6
",U - UMUM 5,(7199369) S-2 TEKNIK MESIN
273,2,3,0,2,2,0,0,0,1,0,1,2,1,JFDO50002,ASISTEN AHLI,30103134,3134. UNIVERSITAS CENDERAWASIH FAKULTAS ILMU KEGURUAN DAN PENDIDIKAN ,U - UMUM 3,(7100298) S-2 PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN
274,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO50002,ASISTEN AHLI,30103604,"3604. UNIVERSITAS LAMPUNG FAKULTAS KEDOKTERAN 1
",U - UMUM 1,(7609108) SPESIALIS I SARAF/NEUROLOGI
275,3,1,0,3,3,0,0,0,3,0,0,1,1,JFDO50002,ASISTEN AHLI,30102690,2690. POLITEKNIK NEGERI UJUNG PANDANG JURUSAN TEKNIK SIPIL ,U - UMUM 1,(7100745) S-2 TEKNIK SIPIL-STRUKTUR
276,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO50002,ASISTEN AHLI,30105425,"5425. UNIVERSITAS SILIWANGI FAKULTAS PERTANIAN 1
",U - UMUM 1,(7100070) S-2 EKONOMI PERTANIAN
277,4,3,0,4,4,0,0,0,2,0,2,1,1,JFDO50002,ASISTEN AHLI,30104433,4433. UNIVERSITAS NEGERI MEDAN FAKULTAS ILMU PENDIDIKAN ,U - UMUM 3,(7160010) S-2 ILMU KOMPUTER
278,2,2,0,2,2,0,0,0,1,0,1,1,1,JFDO50002,ASISTEN AHLI,30102813,2813. POLITEKNIK PERTANIAN NEGERI SAMARINDA JURUSAN MANAJEMEN PERTANIAN ,U - UMUM 2,"(7106060) S-2 ILMU TANAH / (7113146) S-2 BIOTEKNOLOGI TANAH DAN
LINGKUNGAN"
